,user_name,user_type,user_msg,user_msg_count,forum_type
392,ApetorsAngel,Well-known member,"@Jezabel I’m not sure because I’m not anywhere near you.
I just wanted to wish you the best of luck",424,Autism_and_Mental_Health_Forum
393,pentelk,New member,"hiya, i have diagnosed autism and have always struggled with eating and generally food.

recently , i can barely eat a small snack per day. i’m shaky, dizzy, light headed , confused and can’t do simple addition properly . my bones and ribs poke out everywhere and i don’t wanna feel so bad all the time.
i have very a specific diet because of taste/texture/colour/brand of food i can eat,
basically asking for some advice on how to fix my toxic relationship with eating !

possible relevant info: Female / 18 yrs old / 7 stone",1,Autism_and_Mental_Health_Forum
394,Karmita,Well-known member,"I too am female and diagnosed as on the autism spectrum. I am very deeply concerned about your very low weight. You need to be around 9.5 stones to be healthy. At this weight 7 stones, a GP needs to know and an inpatient stay in hospital is probably necessary as it is life threatening and could lead to multiple organ failure. I am trained in Holistic Therapy and nutrition, in North Wales, though am now living in Scotland. Autism is a complicating factor, and medics need to know about this and your particular difficulties with food. Please speak with a doctor immediately. If a GP appointment is not given very quickly, go to A & E, as you are at a life threatening and multiple organ failure stage of eating so little that your body is almost unable to sustain life. This is an emergency, and needs to be acted on very quickly. I am still affected by a case of a young woman who had problems with eating, went to the University of East Anglia, and the GP clinic there failed to monitor her very closely and frequently and she died. It went to an inquiry and the GP centre was cricised for failure to protect her life. Please don,t let this occur with you. Let me know on this site how you get on with getting medical attention. Your life is so precious. Please don,t let it go. You are probably quite close to death, but medics can save you.",306,Autism_and_Mental_Health_Forum
395,MistressBarista,Member,"i tried to get help on a different post but i wasn’t really given any help at all. so i’m trying again.

Me and my boyfriend are going on two years together. Everything is great except when leaving after hanging out.

leaving him causes a breakdown on my end. not like a total melt down but enough for it to be hard on us both. I tend to kinda shut down because i don’t want him to go. I cry sometimes and i try to get him to stay. Sometimes it’s better than others. But most times i hate the thought of him not being with me. I try to understand that he will come back but that just doesn’t help. We can spend hours together or just seeing him really quick and i will get so sad when leaving him. i want to make that not be the case.

I have told him and he tries to make him leaving easier. Offering kisses, extra hugs or cuddles next time we see each other, leaving a shirt or hat with me, etc. He is understanding and tries his best to help it. He actually has made it better and be bad less often.",8,Autism_and_Mental_Health_Forum
396,TooMuchPain,Former member,"I can’t comment about autism but I very much relate to you having a problem being alone. Really I’m happy just being able to breathe the same air as someone else. Its hard to be alone.

These days I try to remind myself that people with social lives still need to be comfortable alone. So I try to focus on that. Its hard to breathe through the pain while trying not to focus on pain.

Do you have any ideas of ways you can enjoy life alone? I walk my dog a lot. I will pick a tv show and watch a new episode every fews days so I can spend the time in between thinking about it. I try to find new places to see the sunrise.

Not sure if that helps. I’m glad your Bf is helping you with this.","2,556",Autism_and_Mental_Health_Forum
397,MistressBarista,Member,"@TooMuchPainIts weird because once he is gone i am fine. I go about my day fairly well. I do typically like being alone. But once i am with him i don’t like leaving.

The last time i posted this i got told that it needs to be just a me problem and it would be hard to date me. My boyfriend is very much willing to work on it and i am SO thankful for that.

in my free time i draw, do those little diamonds paintings, and read.",8,Autism_and_Mental_Health_Forum
398,MahnJark,Well-known member,"MistressBarista said:
I have told him and he tries to make him leaving easier. Offering kisses, extra hugs or cuddles next time we see each other, leaving a shirt or hat with me, etc. He is understanding and tries his best to help it. He actually has made it better and be bad less often.
You have gone to the next level of relationship. You have autism? If leaving a common hat is your fix then find what works and make that your relationship's priority. Common item. Or, a 1 hour warning whereas you set a real time and back an hour off so you can partition and then 15 minutes prior no touch. I don't know is that what you are saying?",925,Autism_and_Mental_Health_Forum
399,Siegfried,Well-known member,"That's extreme separation anxiety and perhaps emotional dependency.

Those are symptoms, not unlike a head ache or a stomach hurt, but what exactly do those symptoms means, what's the underlying disease, none of us strangers on the Internet could ever say. Only a medical profesional.",827,Autism_and_Mental_Health_Forum
400,MistressBarista,Member,"@Siegfried unfortunately i don’t have the money to get professional help, i hoped here could at least give maybe a hint as to what it is and maybe offer a way for us to get better with it. well for me to get better with it.",8,Autism_and_Mental_Health_Forum
401,MistressBarista,Member,@VastSlayer7when he does give me a set time he’s leaving and starts saying good bye 10ish minutes before he leaves it is typically easier for him to leave. having something that smells or reminds me have him helps me as well.,8,Autism_and_Mental_Health_Forum
402,Karmita,Well-known member,The best way to decide if you seem to have autism is to do the online Simon Baron Cohen autism questionaire. Also read the book Neurotribes by Silbermann.,306,Autism_and_Mental_Health_Forum
403,Tombomb,Well-known member,Well I suffer with schizophrenia n I have a 2 year old niece with autism . I’m just wondering if my illnesss may effect her now ? I’m really wondering if she may have some of my disadvantages? We really bond over the holiday she grabbed my hand n we walked ? Any info with young age autism so I can help ??,"7,709",Autism_and_Mental_Health_Forum
404,Tombomb,Well-known member,U guys can help a young child deal with autism! I’ll take any love from u guys,"7,709",Autism_and_Mental_Health_Forum
405,Tombomb,Well-known member,Is it generational thing ??,"7,709",Autism_and_Mental_Health_Forum
406,Tombomb,Well-known member,Will she be affected similarly too my struggles??,"7,709",Autism_and_Mental_Health_Forum
407,Tombomb,Well-known member,As a child how does autism affect them ?,"7,709",Autism_and_Mental_Health_Forum
408,Avolitionist,Well-known member,"Wow. Holding hands can be a huge deal for autistic children. She must think you're pretty special. That's so cool.

I dont know much about it, but you might be able to learn more about it with some research. Just search ""autistic children"" or something like that. I bet you could learn some neat stuff.

I think it is similar to schizophrenia in that we all have the same thing, but it affects us each very differently. Autism is similar, I think. You have to learn about the individual as well as the condition.","2,163",Autism_and_Mental_Health_Forum
409,Tombomb,Well-known member,I think they over analyze her !! They observed her every move ?,"7,709",Autism_and_Mental_Health_Forum
410,Tombomb,Well-known member,Thsts what they did too me in the hospital,"7,709",Autism_and_Mental_Health_Forum
411,Tombomb,Well-known member,Books are one thing but giving love is bigger then any book ! She so cute red head,"7,709",Autism_and_Mental_Health_Forum
412,Tombomb,Well-known member,Grabbing my hand felt so good too me !!,"7,709",Autism_and_Mental_Health_Forum
413,The Hatter,Well-known member,"Am I alone in this, every single person in my personal life has treated me like a dirty filthy creature. 'Something' to be simply discarded without thought since knowing the truth of my autism, I was diagnosed as having Asperbers and Tourette's whilst in state institutions during childhood, my family totally ignored my existence in those buildings.

I'm finding it hard, really hard that every person is treating me strangely since I have been open about being autistic.
It's seems that my putting 'myself' through higher education does not mean anything at all to this world. All of a sudden, I am considered and treated as though I were some blithering imbecile, I can't make any proper sense of it in my head, I can but I can't, I'm exhausted!

I ignore my education because I chose to educate myself for me, and no one else, literally, no one else at all, ordinarily it means very little to me, it's just a tool I use to think about existence!

I don't use the knowledge that I gained other than in personal and group thoughts, and I virtually never mention it in private life, most people who've known me have no idea and have all treated me like I were a complete moron.

I panic easily, my mind empties and there you see you have a blithering imbecilic moron stood in front of you, instead of ME, but all people ever see is the physical manifestation of the inner turmoil going on inside my being, it's HELL in here, no joke 🥺",130,Autism_and_Mental_Health_Forum
414,Fairy Lucretia,Well-known member,"hi ,lots of love and hugs x","47,455",Autism_and_Mental_Health_Forum
415,AngrySwan,Well-known member,"People can completely change how they act when you mention autism. It’s human nature unfortunately, they can’t understand that those who are different are still people just like they are. They see autistic people as just a ‘thing’, an inconvenience to be worked around, not a human being with their own thoughts and feelings and desires. I’ve seen this attitude myself so I think I understand what you’re going through, I’m sorry you’ve been treated this way. You should feel proud of your achievements whatever other people think.",104,Autism_and_Mental_Health_Forum
416,Tony321,Member,"@The Hatter

Hey, you're okay. I would give you a hug

I honestly don't see an imbecile moron. You're someone I would definitely want to be friends with. There's nothing wrong with you.

Don't give up, alright? I know it is difficult for you, but I'm here. And we're here.

Tony",11,Autism_and_Mental_Health_Forum
417,candycane,Former member,"The Hatter said:
Am I alone in this, every single person in my personal life has treated me like a dirty filthy creature. 'Something' to be simply discarded without thought since knowing the truth of my autism, I was diagnosed as having Asperbers and Tourette's whilst in state institutions during childhood, my family totally ignored my existence in those buildings.

I'm finding it hard, really hard that every person is treating me strangely since I have been open about being autistic.
It's seems that my putting 'myself' through higher education does not mean anything at all to this world. All of a sudden, I am considered and treated as though I were some blithering imbecile, I can't make any proper sense of it in my head, I can but I can't, I'm exhausted!

I ignore my education because I chose to educate myself for me, and no one else, literally, no one else at all, ordinarily it means very little to me, it's just a tool I use to think about existence!

I don't use the knowledge that I gained other than in personal and group thoughts, and I virtually never mention it in private life, most people who've known me have no idea and have all treated me like I were a complete moron.

I panic easily, my mind empties and there you see you have a blithering imbecilic moron stood in front of you, instead of ME, but all people ever see is the physical manifestation of the inner turmoil going on inside my being, it's HELL in here, no joke 🥺
Click to expand...
Send you love and hugs,my friend.","2,191",Autism_and_Mental_Health_Forum
418,Comorbidity,Well-known member,"Neurotypical people are the issue here

They're incredibly weak minded and easily seduced by our media into believing whatever they are told, without questioning it and even repeating that nonsense as a somehow valid opinion of their own all over the place so it becomes accepted common knowledge or common sense when it is a lie and damaging and harmful to the majority of the population including themselves and the planet

Don't worry about what neurotypical people 'think' they mostly don't think at all and the majority of them are a persistent threat to the planet, the human species and themselves and are too weak minded and pathetic to ever realise it",575,Autism_and_Mental_Health_Forum
419,The Hatter,Well-known member,"AngrySwan said:
People can completely change how they act when you mention autism. It’s human nature unfortunately, they can’t understand that those who are different are still people just like they are. They see autistic people as just a ‘thing’, an inconvenience to be worked around, not a human being with their own thoughts and feelings and desires. I’ve seen this attitude myself so I think I understand what you’re going through, I’m sorry you’ve been treated this way. You should feel proud of your achievements whatever other people think.
That helps a little, knowing someone might have some idea of what has happened to my whole life and how impossible my existence has suddenly become, out of nowhere, my whole life has fallen to pieces, I'm lost. 🌻",130,Autism_and_Mental_Health_Forum
420,The Hatter,Well-known member,"Tony321 said:
@The Hatter

Hey, you're okay. I would give you a hug

I honestly don't see an imbecile moron. You're someone I would definitely want to be friends with. There's nothing wrong with you.

Don't give up, alright? I know it is difficult for you, but I'm here. And we're here.

Tony
Click to expand...
Thank you for the hug, in the context of the virtual hug I accept and warmly return your friendship hug, thank you. Sadly, in person I have awful boundaries, I'm absolutely terrified of people touching my body, childhood trauma I can't escape from, over 11yrs of constant and violent abuse, I'm ridiculously passive in this life physically but Tourette's kicks in when I get frightened or startled, I am very loud and profane when scared, but I'm just frightened is all, people hit me and kick me, I can't do anything but run away, and they don't always let me get away, most times I'm their partner and I'm very afraid of them but couldn't get them to leave me, but didn't want them to leave as I'd be alone again, they saw that and used it against me, I'm so afraid of human beings its ludicrous. 🥺",130,Autism_and_Mental_Health_Forum
421,The Hatter,Well-known member,"candycane said:
Send you love and hugs,my friend.
Thank you 🌻",130,Autism_and_Mental_Health_Forum
422,The Hatter,Well-known member,"Comorbidity said:
Neurotypical people are the issue here

They're incredibly weak minded and easily seduced by our media into believing whatever they are told, without questioning it and even repeating that nonsense as a somehow valid opinion of their own all over the place so it becomes accepted common knowledge or common sense when it is a lie and damaging and harmful to the majority of the population including themselves and the planet

Don't worry about what neurotypical people 'think' they mostly don't think at all and the majority of them are a persistent threat to the planet, the human species and themselves and are too weak minded and pathetic to ever realise
Click to expand...
We see things differently but the same, I like you 🌻✌️💚",130,Autism_and_Mental_Health_Forum
423,AngrySwan,Well-known member,"I have to come up with an entire system or rule in my head for everything I do, even simple tasks. It’s extremely draining since I expend far more mental energy than I actually need to. There’s this urge to create convoluted schemes and theories for the most ridiculously petty things - my mind just works that way, whether or not I want it to. I’m pretty sure it’s an autism thing, I don’t suppose others relate? It’s better than it used to be but it does make life difficult, even deciding what to watch on tv becomes mentally tiring.",104,Autism_and_Mental_Health_Forum
424,The Hatter,Well-known member,"This sounds very much what many autistics go through on a daily basis, generally it will be considered to be just over thinking, but as those of us with autism can attest to, it's not that simple. It is a good thing that you can recognise these behaviour patterns as draining and exhausting, because they are bless your heart. Perhaps it might be of help to open up here whenever you feel like you need to, even if no one ever replies all the time, there will be times where others relate and there you may find some ways to help you ease up on your gentle self. Peace, love and light 🌻",130,Autism_and_Mental_Health_Forum
425,Comorbidity,Well-known member,"What is difficult with autism and trying to help or advise one another is that the spectrum is absolutely massive and even people not that far apart from each other on it, are mostly incredibly different

I have come across various studies, articles and extracts from book written by people with autism and I don't think they understand it or many aspects of it

I have a degree of acquired savants following a severe head trauma, while my brain was rewiring I was in a dual autistic and bipolar episode and because of the work I had entered into, in an absolutely incredible mass exposure event also

From my perspective, how it works for me, autism is like a higher or greater conscious that is part of my subconscious. it's like my parent and guardian, like it has always been writing the movie of my life I'm only an extra in.

I have what I'd call Einstein's Autism, what it does, what it works out, the number of probabilities and possibilities it references and cross references to work things out all by itself and present my conscious mind with the simply layman's version of it is absolutely incredible

I was reading theories on 'masking' recently, they actually think people choose to mask, testimonies from a lot of people who actually have autism who think that, who aren't yet aware of what their subconscious autism does and that they don't have a choice",575,Autism_and_Mental_Health_Forum
426,Comorbidity,Well-known member,"@AngrySwan did you actually come up with the system or did your autistic mind come up with it for you? Think very carefully about it - Maybe my experience is different from yours, but my mind creates new programs/operating systems/realities for new environments and people all the time and has done major rewrites and rewiring numerous times",575,Autism_and_Mental_Health_Forum
427,AngrySwan,Well-known member,"@Comorbidity It’s usually conscious. I think more conscious thought goes into daily, routine stuff (which I fail miserably at) while my mind does more of the heavy lifting for abstract topics",104,Autism_and_Mental_Health_Forum
428,Comorbidity,Well-known member,"@AngrySwan thank you for that, I really want more feedback about how other people's autism works for them as it's such a huge spectrum, mine is higher/greater/sub conscious, it works things out and creates these systems all by itself, I don't really get a say in it",575,Autism_and_Mental_Health_Forum
429,Zana,Well-known member,"Comorbidity said:
I really want more feedback about how other people's autism works for them as it's such a huge spectrum, mine is higher/greater/sub conscious, it works things out and creates these systems all by itself, I don't really get a say in it
I do the same and get a kick out of organising information or things in my familiar 'system', a lot of people do this but maybe autistic people have a higher or different standard. Observing and trying to understand this is a great attitude as you can then fine-tune it and make it your superpower

This has been empowering for me over the years and helped me land some great jobs. What's draining for me is interacting with people who don't act as expected and trying to decode social situations. This can become so frustrating (whether I'm conscious of it or not), that I go into self destructive mode and undo all the good work of my information-organisation system.",176,Autism_and_Mental_Health_Forum
430,Absolute_Chaos,New member,"I have Autism and ADHD. I finished my college year today and was told to no longer come in. I hate change to routine and shut down and started crying when i was told this. I hate holidays and this meltdown lasted almost an hour and a half.

Does anyone have any reccomendations on how to cope with summers as an Autistic person, or how to manage no routine, or ways to keep busy?",3,Autism_and_Mental_Health_Forum
431,TooMuchPain,Former member,"I understand how important it is to have a routine you can handle. Please don’t wait for the next routine to arrive. Do you have any hobbies that you haven’t explored in a while? I found that in school it was important for me to try and study ahead of the next class. Can you do some reading for the classes you have in the fall?

I try to have different hobbies to rely on. I don’t really play video games anymore (but I still want to). But I have a few older computers I enjoy playing with trying to make them do different things.

I try to keep physically healthy so I can do fun things that require a physical body.

What about cooking? Plan out something you really like to eat and spend the day making something awesome.

What are the sights where you live? There has to be something scenic near you to check out. Go be a tourist in your own city.

And make sure to give yourself time to recharge. The goal is to keep busy, not wear yourself out.

I hope you let us know about any excitement you found over the summer.","2,556",Autism_and_Mental_Health_Forum
432,Nirvana2991,Well-known member,"Heyo fellow Adhd guy here what i find is if i plan my days out so for example Mon to Fri set myself four task one always being cleaning and washing then find time for physical exercise like walking or jogging if you feel upto it dont push yourself to breaking point and grab a meal deal from a supermarket.
Try pick up a new hobby like photography it can be very appealing.",236,Autism_and_Mental_Health_Forum
433,Nirvana2991,Well-known member,They are indeed my best freind has Autism and he is very strong minded,236,Autism_and_Mental_Health_Forum
434,Zana,Well-known member,"Hi all,

I’m just recently coming to terms with being autistic, and recently returned to working after a meltdown over the past few years.

This is a really superficial issue but I like going to the toilet a few times a day to get a few minutes of quiet time. I’ve always done this. But the toilets at work here are busy and the hand dryer is cataclysmically loud. Nobody else seems to think so but it makes me cover my ears and want to scream or rip the thing off the wall.

So my question; is it acceptable for me to use the disabled toilet?

Cheers.",176,Autism_and_Mental_Health_Forum
435,Perri,Former member,"Yes it is absolutely acceptable for you to use the disabled toilets. They are not just for wheelchair users. You have stated very justifiable reasons as to why. It is not uncommon for autistic people to use them. For pretty much the same reasons you would feel more comfortable using them.

Heres someones blog on the subject:

Are disabled toilets appropriate for autistics?",681,Autism_and_Mental_Health_Forum
436,MahnJark,Well-known member,"@Zana Oh...if you are at a Chevron and you should know what Lincoln wants you to know. Use it, turn on the water, flush it and then disable it. Not being free, that is a long ways.",925,Autism_and_Mental_Health_Forum
437,Zana,Well-known member,@Perri Thanks!,176,Autism_and_Mental_Health_Forum
438,Northern Girl,Well-known member,I'm autistic and use disabled toilets as they are quieter and more private. They are definitely better as I find using public toilets stressful and overwhelming.,482,Autism_and_Mental_Health_Forum
439,ramboghettouk,Well-known member,"i used the disabled toilet at victoria and some women had a go at me, i couldn't help thinking she was less disabled than me but was using it

there are issues with having a hidden disability, i don't like sitting at the back of the bus because the first rows of seats are labelled for disabled, i was coming back from seeing my dad dying in hospital and sat at the front labelled for disabled and elderly these pensioners gave me a hard time

i'm hoping it gets easier now i'm approaching old age

i notice when i book a seat on the intercity and ask for money offf with my disabled card i'm automatically seated right by the disabled toilet","19,281",Autism_and_Mental_Health_Forum
440,Tawny,Well-known member,"ramboghettouk said:
i used the disabled toilet at victoria and some women had a go at me, i couldn't help thinking she was less disabled than me but was using it

there are issues with having a hidden disability, i don't like sitting at the back of the bus because the first rows of seats are labelled for disabled, i was coming back from seeing my dad dying in hospital and sat at the front labelled for disabled and elderly these pensioners gave me a hard time

i'm hoping it gets easier now i'm approaching old age

i notice when i book a seat on the intercity and ask for money offf with my disabled card i'm automatically seated right by the disabled toilet
Click to expand...
That happened to me.
I lied, i said, ""i am in so much bluddy pain so back off""
Sometimes i am in pain with my hip","20,249",Autism_and_Mental_Health_Forum
441,ramboghettouk,Well-known member,"i've now got a official card from the bladder assoc, when i went into a pub yesterday to use the toilet i showed it to the barmaid, if i don't i'm expected to buy a drink, all these signs saying the toilets are for customer use only

i have spoken to the gp about my bladder not that he was much use gave me a leaflet, at one point i used the toilet in a pub amd when i came out the batmaid had been talking to the drunks they all stood in my way

a","19,281",Autism_and_Mental_Health_Forum
442,Hoggle,Well-known member,Yes I use them too. I feel comfortable due to the complete lack of support and understanding from the public and government,"51,610",Autism_and_Mental_Health_Forum
443,QueenFan,Well-known member,"Tawny said:
That happened to me.
I lied, i said, ""i am in so much bluddy pain so back off""
Sometimes i am in pain with my hip
I carry a cane sometimes to indicate to other people I have a problem.

Using a wheelchair was hard at first- some people are obnoxious- but if I have to I do. It means I can go to the park. But it's a pain to get in and out of the car.","3,279",Autism_and_Mental_Health_Forum
444,mami5,Well-known member,My son was diagnosed with autism in April and has since been told to apply for PIP. Has anyone here been successful in their claim with having autism? Any help or advice appreciated.,"12,275",Autism_and_Mental_Health_Forum
445,botter,Member,"Okay so I've been waiting for an autism assessment since the end of last year, and they said it will be at least another 3 months until I hear something.

Currently I am really struggling with doing uni work because I have all of these hyper fixations on other stuff and I already struggle from motivation due to depression.

Is there anything I can do to try to focus more on my work?",8,Autism_and_Mental_Health_Forum
446,pyro,Well-known member,"happy autistic pride day to all the lovely people out there!!

as a person with autism, it makes me happy to see that i'm not alone. i'm proud to be neurodivergent. having a disability does not make u any less of a human. if ur reading this and u are also neurodivergent, i want u to know that u are not alone in this, and that u are loved, not just on this day but all year round. u are loved, and don't convince urself that ur not solely bcus of ur autism. take pride into being different! bcus at the end of the day, u will always be one-of-a-kind ♥",771,Autism_and_Mental_Health_Forum
447,Fairy Lucretia,Well-known member,love to you all x,"47,455",Autism_and_Mental_Health_Forum
448,pyro,Well-known member,"Fairy Lucretia said:
love to you all x
<3",771,Autism_and_Mental_Health_Forum
449,CabbageMama,Well-known member,"My Son is gay, trans and autistic. He has not got his official diagnosis for the autism yet, because they can make the diagnosis due to the trauma he has undergone, but he knows it and I know it, so... 🙂 He is only 13, but has recently turned a massive corner in being proud of his identity - all of it. It is beautiful. He is being an amazing role model for other young people now, when only 9 months ago, he was unsure of who he was allowed to be and what other people would accept. I am so extremely proud of him. ❤️","3,209",Autism_and_Mental_Health_Forum
450,CabbageMama,Well-known member,"Sorry @pyro, I’ve just realised I misunderstood your post! I thought in the US there must be a specific Autistic AND gay Pride day together, which I hadn’t heard of. You must think I am bonkers. You were talking about pride in Autism specifically, weren’t you?! I am very tired and not thinking very clearly... 🤦‍♀️😂","3,209",Autism_and_Mental_Health_Forum
451,pyro,Well-known member,"CabbageMama said:
Sorry @pyro, I’ve just realised I misunderstood your post! I thought in the US there must be a specific Autistic AND gay Pride day together, which I hadn’t heard of. You must think I am bonkers. You were talking about pride in Autism specifically, weren’t you?! I am very tired and not thinking very clearly... 🤦‍♀️😂
lmaoo it's fine bcus it's technically valid since it's lgbtq+ pride month as well 😺",771,Autism_and_Mental_Health_Forum
452,CabbageMama,Well-known member,"Well, Alex IS autistic and will get the diagnosis at some point. He has always had difficulty maintaining friendships, but with recent changes has 2 very close ones. They happen to be on the spectrum too, though this was totally coincidental. They are the loveliest kids. I have a 14 year old too, so I have met a lot of friends through each of them, have a lot to compare them to.

These two are especially wonderful - the three of them together are amazing. Forget stereotypes - these three have me in stitches laughing and are massively kind and empathic. They are all crazy clever, though only two are academically so, only one actually in School due to the communication issues. I am very confident the other one will find their way creatively later on, after School years end. Whilst they do have social anxiety alone, they have massive confidence together as a group currently.

I approached the autism with Alex like I did my bipolar diagnosis with myself. Explained that he could let it define him and he could be the autistic kid OR he could go out there and own that autism. Be THE autistic kid. Who wants to be the same as everybody else?! He’s ended up being popular now with the other kids.... He isn’t in regular School still and was rejected by all his old friends, but they are all requesting him again on social media. He has built up a bit of an online presence recently - he’s pretty cool. Because actually, it IS cool to be different. 😎","3,209",Autism_and_Mental_Health_Forum
453,Tawny,Well-known member,@CabbageMama Celebrating difference,"20,249",Autism_and_Mental_Health_Forum
454,CabbageMama,Well-known member,"Tawny said:
@CabbageMama Celebrating difference
I have always said we must do it, since they were little. Nice to actually be able to DO it with them now. I credit Alex’s difference with helping me accept my own and be more open about it publicly. I do it do be a better role model to him. It’s very much a ‘this is me’ type thing. It has been very good for me, but I doubt I would have been brave enough if I hadn’t had the push to do it feeling it would benefit him.","3,209",Autism_and_Mental_Health_Forum
455,Tawny,Well-known member,"CabbageMama said:
I have always said we must do it, since they were little. Nice to actually be able to DO it with them now. I credit Alex’s difference with helping me accept my own and be more open about it publicly. I do it do be a better role model to him. It’s very much a ‘this is me’ type thing. It has been very good for me, but I doubt I would have been brave enough if I hadn’t had the push to do it feeling it would benefit him.
Same with downs syndrome and others, they are people of value. They can teach us things, they can contribute to the world. Who is to say bipolar gene is ok and a baby should not be aborted but a downs gene is bad and abortion is more ok?

I saw a documentary about abortion for downs in other countries like Iceland who had almost 'eradicated ' it. It's very bad. A personal choice maybe, but overall appalling.","20,249",Autism_and_Mental_Health_Forum
456,jonnyc55,Well-known member,"Past seeing things with connections, everything seems useless unless you have £100million+ money for fabrication plants.

Pretty things are great and easy to choose but their happiness factor is limited before it becomes mundane.

What the hell can I do that is amazing, and rooted in reality; Feels like the options are what every other soulless drone does, work, drive, drink, watch, sleep, eat, sex, game, music, death.",154,Autism_and_Mental_Health_Forum
457,IDontCare99,Former member,"That's it lol Unless you have a kid to play games with or you like to cook. It's not so bad, but yeah still miss magical thinking.

It's weird though, because I'm not really interested in TV anymore (unless it's animated old disney films) or mainstream music (as much). But working more sounds unappealing too. What to do? lol

I just like cleaning, listening to music, cooking and sleeping lol","6,697",Autism_and_Mental_Health_Forum
458,jonnyc55,Well-known member,"That's it man. I mean we have this universe from no where, us from no where. A whole World. Yet my brain can't find wonder. I struggle to find it. It's really sad to think I'm stuck to the usual things.

I keep thinking, surely life isn't this simple. Can it be more? I don't know. But I often find myself befuddled or straining to find it. Which seemingly always brings me back to the simple life because of these two issues. Surely not!

Arghhh there has to be more. Maybe I'm not relaxing right? Go with the flow? God knows.

I always ignite the notion of quantum physics as an example of there being more to the World. As a sign, there is more, if you look for it. I struggle with the looking for it. Hence surrendering to the simple life again. I don't feel I can take much from the simple life. Not sure.",154,Autism_and_Mental_Health_Forum
459,popcornfairy,Well-known member,"I feel the exact same way. I suppose I have some ""magical"" beliefs, but they don't do much for me. I'm struggling to get more engaged with the world.",207,Autism_and_Mental_Health_Forum
460,jonnyc55,Well-known member,"@popcornfairy
Yeah I've found that. The magical things aren't cutting it for me either. What there is to be engaged with out there, to me, is very typical, robotic , duplicated pleasures of everyone else. It seems real pleasures come with such a typical level of effort that the reward becomes expected, dull.",154,Autism_and_Mental_Health_Forum
461,Trash22,Former member,"jonnyc55 said:
Past seeing things with connections, everything seems useless unless you have £100million+ money for fabrication plants.

Pretty things are great and easy to choose but their happiness factor is limited before it becomes mundane.

What the hell can I do that is amazing, and rooted in reality; Feels like the options are what every other soulless drone does, work, drive, drink, watch, sleep, eat, sex, game, music, death.
I feel you, I do.
But I have to take exception with linking soulless and sex in the same sentence...at least when with a very special person. It's beyond anything magic can do, maybe in part because magic is false, an illusion.

But, I get you. Life is mostly a burdensome drudge.",851,Autism_and_Mental_Health_Forum
462,HLon99,Well-known member,"Ahaha, I'm sure we'd all love to be multi-milionaires, but sadly that's not how life works. Trust me, its better to live in the real world even if that means facing some uncomfortable truths at the start. Some days are just boring and that's that, but other days you start to see the beauty in the banal and eventually you'll realise where your calling lies. As Einstein said ""Any man who can drive safely whilst kissing a girl, isn't giving the kiss the attention it deserves"".","1,048",Autism_and_Mental_Health_Forum
463,IDontCare99,Former member,"HLon99 said:
Ahaha, I'm sure we'd all love to be multi-milionaires, but sadly that's not how life works. Trust me, its better to live in the real world even if that means facing some uncomfortable truths at the start. Some days are just boring and that's that, but other days you start to see the beauty in the banal and eventually you'll realise where your calling lies. As Einstein said ""Any man who can drive safely whilst kissing a girl, isn't giving the kiss the attention it deserves"".
Magical thinking is not all about being millionaires. It's about encouraging and motivating people to survive and be a best version of themselves. This is why we have entertainment. Without it we'd be extremely poor. I'm sure the strongest would survive, but many would just die. I read about this in my theatre text. It talked about this, and at first I thought it was dumb to think that people would just die without entertainment, but now I see very clearly why they would...either that or join one of the oldest professions...prostitution...and some would possibly convert to religion for a sense of purpose or entertainment (boring to me).

Magical thinking can go to far, but I think it's necessary for survival for some.","6,697",Autism_and_Mental_Health_Forum
464,IDontCare99,Former member,"Especially considering the fact of how we were raised on it for so long. Most of us don't know any other way and feel incredibly lost. In some ways it's good to stay grounded in reality, but why not just magical thinking with some decent mental health services? Some delusions are necessary.

Magical thinking and delusions unchecked is the problem.","6,697",Autism_and_Mental_Health_Forum
465,Hoggle,Well-known member,It makes me angry due to my experience of intrusive thoughts and voices,"51,610",Autism_and_Mental_Health_Forum
466,Iamastar,Well-known member,"Hi,

I have a number of disabilities. I also use social media, which is a really bad thing for someone who wants what they can't have, or don't have. I don't have any friends in the city i'm in. I'm so lonely I end up talking to the walls. I'm unemployed, despite my distinction level master's degree. Being my age, I should've been on more holidays. Instead, I make my own fun. It's really hard being somewhat stuck in a rut, but wanting to be perfect doesn't help. I really need to stop wishing I did what everyone else does, because i'm not like them.

What is life without ambition? I have goals, but I need to be patient to achieve those goals. Those goals seem easy to achieve for everyone, but me. However, that doesn't mean I should beat myself up every day that I don't have what others enjoy on a daily basis. I want to be able to think brick by brick, but I dunno what makes it so hard. I tend to become hyper-focused, sometimes this makes me feel like i have lazer eyes! But it also makes it hard to take a step back and see the bigger picture. Can anyone help me see the bigger picture here?",54,Autism_and_Mental_Health_Forum
467,ATARI,Well-known member,"Hmm. . .

Perfection Is A Mistake.
Are You One Of God's Mistakes (???).

Good Luck!,
May Wisdom Bless You!.

And!,
Please,
Remember To,

Stay Forever You, Friend's. . .","4,553",Autism_and_Mental_Health_Forum
